HandID,Board,Winner,WinType,Pot,h_Hole,cfr_Hole,h_Bucket,cfr_Bucket,h_Action,cfr_Action,h_Delta,cfr_Delta
5580,2♦3♣9♠8♦7♣,cfr_bot,showdown,1272,2♥K♠,T♦T♣,K2o,TT,raise,call,-504,485
5581,4♣4♦8♠6♦T♠,cfr_bot,showdown,646,K♣7♦,J♠8♦,K7o,J8o,fold,call,-514,495
5582,2♥9♦A♣9♠Q♠,cfr_bot,showdown,1012,5♣5♠,6♣A♠,55,A6o,raise,raise,-1000,981
5583,Q♠T♠2♣8♠A♥,h_bot,showdown,526,8♥3♠,J♣6♦,83o,J6o,fold,fold,-474,455
5584,K♦Q♦T♦K♠7♣,h_bot,showdown,1052,7♥8♥,A♣2♥,87s,A2o,fold,call,52,-71
5585,8♠8♣5♠2♦5♣,h_bot,showdown,536,J♥5♥,4♠A♥,J5s,A4o,fold,call,578,-597
5586,A♥5♣A♠K♣4♣,h_bot,showdown,929,Q♦K♦,9♠9♥,KQs,99,fold,call,981,-1000
5587,3♠6♠4♣2♦A♥,cfr_bot,showdown,566,8♦9♣,5♣6♥,98o,65o,raise,call,415,-434
5588,Q♥Q♦3♠K♥J♥,cfr_bot,showdown,1132,6♦4♦,4♣3♦,64s,43o,fold,call,-151,132
5589,A♠J♠5♠Q♣9♥,cfr_bot,showdown,576,A♣7♣,Q♠9♦,A7s,Q9o,fold,call,-161,142
5590,Q♥2♣8♣4♣Q♠,cfr_bot,showdown,576,T♦6♥,J♣7♥,T6o,J7o,fold,fold,-727,708
5591,3♣4♠5♣3♦2♣,h_bot,showdown,839,J♣Q♠,7♥Q♦,QJo,Q7o,raise,call,-161,142
5592,K♥T♣7♠9♥T♠,cfr_bot,showdown,283,A♥2♣,K♦7♦,A2o,K7s,call,fold,-434,415
5593,J♥4♦A♦8♦Q♣,cfr_bot,showdown,283,2♣7♣,T♥A♥,72s,ATs,fold,call,-444,425
5594,5♠9♥6♠A♠8♥,cfr_bot,showdown,546,4♣T♣,7♦4♥,T4s,74o,fold,call,-717,698
5595,3♣J♥5♣8♠7♦,h_bot,showdown,323,7♥Q♦,K♣Q♠,Q7o,KQo,fold,raise,-404,385
5596,8♥J♦A♠3♣T♥,h_bot,showdown,626,A♦K♠,Q♠6♠,AKo,Q6s,fold,call,-91,72
5597,8♠6♦4♠8♦3♦,cfr_bot,showdown,363,5♦J♥,8♥7♣,J5o,87o,fold,raise,-101,82
5598,T♠Q♠7♠Q♥3♥,cfr_bot,showdown,403,K♦8♣,J♦J♥,K8o,JJ,raise,fold,-494,475
5599,A♣J♠6♦Q♣3♠,cfr_bot,showdown,403,T♠4♠,3♥9♣,T4s,93o,fold,call,-504,485
5600,A♥4♣Q♠K♥7♥,cfr_bot,showdown,403,3♣J♦,6♥T♥,J3o,T6s,fold,fold,-897,878
5601,A♣K♣A♥K♥2♠,cfr_bot,showdown,443,J♥6♦,A♠7♥,J6o,A7o,fold,raise,-907,888
5602,A♠7♠T♥T♠Q♦,cfr_bot,showdown,526,J♠8♥,Q♥4♥,J8o,Q4s,fold,call,-1000,981
5603,2♠6♥A♥J♦2♦,cfr_bot,showdown,433,5♠J♠,6♠A♣,J5s,A6o,call,call,-1000,981
5604,5♥A♥6♥5♦9♥,cfr_bot,showdown,10,Q♠3♦,8♠8♣,Q3o,88,fold,fold,-1000,981
5605,T♣8♠T♠7♠7♥,h_bot,showdown,433,A♥Q♥,2♥3♠,AQs,32o,raise,call,-567,548
5606,2♠K♠K♦3♠4♥,cfr_bot,showdown,10,T♦Q♣,2♥T♠,QTo,T2o,fold,call,-567,548
5607,T♣K♥3♥9♦Q♥,h_bot,showdown,10,8♥8♣,A♣7♥,88,A7o,fold,call,-567,548
5608,Q♦7♠3♣J♣T♥,cfr_bot,showdown,50,6♥4♠,J♠J♦,64o,JJ,call,raise,-567,548
5609,K♠3♣9♦T♣8♥,h_bot,showdown,140,2♠Q♣,J♥6♣,Q2o,J6o,raise,fold,-517,498
5610,9♦T♠6♥Q♠4♥,h_bot|cfr_bot,split,220,2♣7♠,7♥5♥,72o,75s,fold,raise,-497,478
5611,A♣4♠3♠T♥J♣,cfr_bot,showdown,140,2♥6♦,8♠K♠,62o,K8s,fold,call,-507,488
5612,9♥Q♦A♣J♦A♠,cfr_bot,showdown,300,9♠5♠,J♠K♦,95s,KJo,fold,raise,-637,618
5613,3♣A♥Q♠K♥T♣,cfr_bot,showdown,180,6♣8♦,Q♥4♥,86o,Q4s,fold,call,-647,628
5614,2♦K♥3♥J♣2♣,h_bot,showdown,380,5♠9♦,6♦5♣,95o,65o,fold,raise,-437,418
5615,K♠7♣Q♥9♠K♦,h_bot,showdown,220,T♥K♥,9♣J♣,KTs,J9s,fold,call,-227,208
5616,4♦8♥8♦T♥6♥,cfr_bot,showdown,420,5♣3♣,2♦2♣,53s,22,fold,call,-437,418
5617,T♦K♣4♠A♦4♦,h_bot,showdown,460,7♠J♠,7♥5♠,J7s,75o,raise,fold,-227,208
5618,K♠5♠7♦9♥A♣,cfr_bot,showdown,260,J♠3♥,5♥K♥,J3o,K5s,fold,fold,-477,458
5619,T♥K♣2♣6♥A♣,cfr_bot,showdown,260,K♠5♠,8♠K♥,K5s,K8o,fold,call,-487,468
5620,K♣A♥A♣6♦8♥,cfr_bot,showdown,500,6♠4♣,2♠A♦,64o,A2o,call,call,-737,718
5621,7♦5♦3♠6♥5♠,h_bot,showdown,260,7♠2♠,9♥A♥,72s,A9s,fold,call,-487,468
5622,7♠8♦8♥Q♦7♦,cfr_bot,showdown,580,5♠5♣,A♠K♠,55,AKs,raise,call,-777,758
5623,7♦7♠8♥A♦6♦,h_bot|cfr_bot,split,300,6♥T♣,6♠5♣,T6o,65o,fold,call,-637,618
5624,A♥4♠6♥2♥A♦,cfr_bot,showdown,660,3♠Q♠,6♦9♥,Q3s,96o,raise,call,-967,948
5625,3♥3♠J♠6♠2♠,cfr_bot,showdown,340,7♣3♣,6♥Q♠,73s,Q6o,fold,call,-977,958
5626,6♠J♥K♠6♣2♣,h_bot,showdown,353,6♦5♥,3♦Q♥,65o,Q3o,fold,call,-647,628
5627,6♠T♠5♥5♠K♣,cfr_bot,showdown,340,4♠2♦,J♦T♥,42o,JTo,fold,call,-657,638
5628,Q♣5♥Q♠J♥T♣,h_bot,showdown,340,A♦K♠,J♠6♦,AKo,J6o,fold,fold,-647,628
5629,5♣8♦A♥2♥9♦,cfr_bot,showdown,380,T♦4♦,K♦Q♥,T4s,KQo,fold,raise,-657,638
5630,9♠5♥3♠4♦4♥,h_bot,showdown,726,8♥9♣,2♠Q♦,98o,Q2o,raise,raise,-274,255
5631,9♦2♦6♥J♠J♥,h_bot,showdown,393,4♦4♥,A♥K♦,44,AKo,fold,call,109,-128
5632,K♠3♠T♥Q♠Q♦,h_bot,showdown,766,3♦5♥,8♣J♦,53o,J8o,fold,call,492,-511
5633,Q♣A♥8♦3♦4♣,h_bot,showdown,393,4♦6♦,T♦J♦,64s,JTs,fold,call,875,-894
5634,4♦4♥5♣7♠Q♥,cfr_bot,showdown,489,9♠9♦,Q♣T♦,99,QTo,fold,call,492,-511
5635,K♦2♠7♣5♦2♣,cfr_bot,showdown,846,8♠9♦,T♠7♦,98o,T7o,raise,call,69,-88
5636,2♥4♠T♣2♦8♥,h_bot,showdown,846,T♦J♥,9♠9♣,JTo,99,fold,call,492,-511
5637,A♣4♦5♣5♠Q♠,cfr_bot,showdown,433,K♠Q♣,A♠J♥,KQo,AJo,fold,call,482,-501
5638,Q♣J♥9♦2♥9♠,h_bot,showdown,433,K♥T♥,6♦7♦,KTs,76s,fold,fold,492,-511
5639,8♣J♥5♠T♣K♦,h_bot,showdown,433,J♠4♥,2♠5♣,J4o,52o,fold,call,915,-934
5640,2♣K♣7♣J♦Q♣,cfr_bot,showdown,433,8♦4♠,T♥8♠,84o,T8o,fold,fold,492,-511
5641,K♦9♦5♦9♠9♥,h_bot,showdown,473,J♦K♥,5♥2♠,KJo,52o,fold,raise,955,-974
5642,J♠A♠7♣4♠Q♦,cfr_bot,showdown,529,9♥8♠,Q♣K♠,98o,KQo,raise,call,452,-471
5643,7♦Q♠7♥8♠A♠,cfr_bot,showdown,539,J♠2♣,9♠2♠,J2o,92s,fold,raise,442,-461
5644,Q♦8♠A♦7♦T♥,cfr_bot,showdown,539,7♥9♥,4♥T♠,97s,T4o,fold,fold,-87,68
5645,3♣7♥7♠6♦A♠,h_bot,showdown,539,8♦8♥,3♥8♣,88,83o,fold,call,442,-461
5646,6♦6♥K♠6♠J♦,h_bot,showdown,1108,A♣K♣,T♠Q♣,AKs,QTo,raise,call,981,-1000
5647,J♥J♠J♣T♠2♦,h_bot,showdown,10,A♦Q♠,9♦A♥,AQo,A9o,fold,call,981,-1000
5648,J♥3♠4♣4♠8♦,h_bot|cfr_bot,split,569,Q♥7♠,7♦Q♠,Q7o,Q7o,fold,call,696,-716
5649,3♥T♣5♣J♥7♥,h_bot,showdown,294,5♠7♦,A♦8♣,75o,A8o,fold,fold,980,-1000
5650,A♠3♦T♣2♠9♠,cfr_bot,showdown,569,8♦7♥,J♣5♦,87o,J5o,fold,fold,411,-431
5651,7♠6♣2♥Q♠4♠,h_bot,showdown,579,6♦K♣,9♦6♥,K6o,96o,fold,call,980,-1000
5652,5♥9♥J♣J♥4♠,cfr_bot,showdown,569,7♠6♣,8♦6♠,76o,86o,fold,fold,411,-431
5653,J♥7♥K♥8♣K♦,cfr_bot,showdown,579,6♦5♣,6♥Q♦,65o,Q6o,fold,raise,401,-421
5654,8♦3♣2♥5♠K♣,h_bot,showdown,1138,T♣4♠,9♦6♠,T4o,96o,fold,call,970,-990
5655,5♣6♠4♥K♦3♥,cfr_bot,showdown,20,5♠A♥,K♣Q♦,A5o,KQo,fold,fold,960,-980
5656,2♣T♦Q♠5♣4♦,h_bot,showdown,579,3♥6♠,Q♥7♠,63o,Q7o,fold,fold,970,-990
5657,2♥6♣J♦3♠6♠,cfr_bot,showdown,20,9♠Q♣,3♦T♦,Q9o,T3s,fold,fold,960,-980
5658,4♥Q♦A♥5♦4♠,cfr_bot,showdown,629,T♣2♠,7♠5♥,T2o,75o,raise,call,351,-371
5659,8♥J♠7♣3♣4♣,cfr_bot,showdown,619,2♣A♥,7♠5♠,A2o,75s,fold,call,341,-361
5660,A♠4♥A♣8♣K♥,h_bot,showdown,1218,3♠8♠,3♣9♣,83s,93s,fold,call,950,-970
5661,Q♣A♠3♦2♦5♦,cfr_bot,showdown,40,7♦8♣,4♣7♣,87o,74s,fold,fold,940,-960
5662,A♥Q♥6♥7♥6♣,cfr_bot,showdown,689,5♣5♠,6♠J♥,55,J6o,raise,call,291,-311
5663,A♥K♣9♦5♣5♠,h_bot|cfr_bot,split,659,7♥Q♣,Q♠8♦,Q7o,Q8o,fold,call,610,-631
5664,8♦4♦J♥6♣5♦,h_bot,showdown,1018,T♦K♦,Q♠J♣,KTs,QJo,fold,call,979,-1000
5665,T♥J♣5♦K♠A♠,cfr_bot,showdown,10,K♥5♥,Q♣3♠,K5s,Q3o,fold,call,969,-990
5666,J♣3♥4♦5♠8♦,cfr_bot,showdown,659,T♣Q♠,A♠Q♦,QTo,AQo,fold,fold,320,-341
5667,4♣A♣6♠Q♠8♣,h_bot,showdown,1298,8♠A♥,6♥2♦,A8o,62o,call,call,969,-990
5668,9♥Q♦5♠6♦Q♣,cfr_bot,showdown,699,K♠8♣,7♥6♣,K8o,76o,raise,call,280,-301
5669,6♠A♠Q♦5♠A♦,cfr_bot,showdown,699,2♥3♥,J♠4♠,32s,J4s,fold,call,270,-291
5670,7♠2♠9♣Q♣4♣,cfr_bot,showdown,1378,3♣5♦,A♥J♦,53o,AJo,fold,call,-419,398
5671,A♦Q♦6♠J♠7♣,cfr_bot,showdown,699,2♣K♣,5♦7♠,K2s,75o,fold,call,-429,408
5672,7♥6♠K♥J♣A♠,cfr_bot,showdown,581,Q♥J♠,K♦3♥,QJo,K3o,raise,fold,-1000,979
5673,A♠2♦9♠8♥K♦,h_bot,showdown,571,6♦8♠,5♠Q♥,86o,Q5o,fold,call,-429,408
5674,9♠J♣8♥7♦K♠,h_bot,showdown,1142,4♦A♠,4♥2♥,A4o,42s,call,call,142,-163
5675,6♥5♦2♥5♣A♠,h_bot,showdown,581,Q♠A♥,K♦K♥,AQo,KK,fold,call,713,-734
5676,K♠T♥3♥7♥Q♣,cfr_bot,showdown,581,J♥4♦,8♦Q♠,J4o,Q8o,call,fold,142,-163
5677,4♣8♣6♠J♦A♦,cfr_bot,showdown,581,5♦3♥,K♣2♥,53o,K2o,fold,call,132,-153
5678,Q♠9♥T♣7♥4♥,cfr_bot,showdown,581,5♥A♠,Q♥K♠,A5o,KQo,fold,fold,-439,418
5679,8♥9♦9♠2♠6♣,h_bot,showdown,1172,A♥A♣,A♠7♥,AA,A7o,raise,raise,172,-193
5680,T♣5♣J♠9♠T♥,h_bot,showdown,661,7♠5♦,2♥7♥,75o,72s,raise,fold,182,-203
5681,J♠6♦4♣9♦Q♥,cfr_bot,showdown,1342,7♣K♣,8♠9♠,K7s,98s,raise,fold,-509,488
5682,3♥2♣4♥A♣Q♦,cfr_bot,showdown,501,9♦9♥,A♠8♦,99,A8o,fold,fold,-1000,979
5683,7♥T♠3♠Q♠Q♥,cfr_bot,showdown,731,J♠8♣,Q♦4♦,J8o,Q4s,fold,raise,-1000,979
5684,3♦4♣9♦2♠7♥,h_bot,showdown,10,8♥3♥,2♣K♦,83s,K2o,fold,fold,-990,969
5685,J♥T♥Q♦6♦A♣,cfr_bot,showdown,741,3♠4♦,Q♥8♦,43o,Q8o,fold,call,-1000,979
5686,7♦T♥4♥K♦8♦,cfr_bot,showdown,50,5♠5♥,A♦5♦,55,A5s,raise,raise,-1000,979
5687,3♦6♥2♥6♦6♣,cfr_bot,showdown,50,9♥7♠,4♥4♦,97o,44,raise,fold,-1000,979
5688,2♦K♥T♠7♦6♦,h_bot,showdown,10,T♣4♥,4♣4♦,T4o,44,fold,fold,-990,969
5689,A♣Q♣9♦9♥4♦,h_bot,showdown,50,7♥7♠,6♥J♥,77,J6s,fold,raise,-950,929
5690,4♥8♦2♦3♥K♥,h_bot,showdown,100,K♦T♦,7♦8♠,KTs,87o,raise,call,-900,879
5691,5♦8♦6♣4♠3♥,h_bot|cfr_bot,split,60,A♦2♠,2♦6♦,A2o,62s,fold,fold,-880,859
5692,2♥K♦6♦9♣3♣,h_bot,showdown,60,4♥T♦,8♦5♥,T4o,85o,fold,fold,-870,849
5693,3♣4♦T♦5♠8♦,cfr_bot,showdown,100,2♥9♥,8♠T♠,92s,T8s,fold,raise,-880,859
5694,3♣5♦7♦6♥Q♣,cfr_bot,showdown,240,T♥2♠,9♦K♦,T2o,K9s,raise,call,-1000,979
5695,T♥T♣3♥T♠5♠,cfr_bot,showdown,120,K♥9♥,3♦2♣,K9s,32o,fold,call,-1000,979
5696,Q♦2♣4♥3♠9♦,h_bot,showdown,10,A♠8♦,5♥7♥,A8o,75s,raise,call,-990,969
5697,7♣2♣K♥2♥8♠,h_bot,showdown,10,7♠3♣,3♠J♦,73o,J3o,fold,call,-990,969
5698,4♥K♠4♠Q♥Q♦,cfr_bot,showdown,10,2♣8♣,T♦4♦,82s,T4s,fold,call,-990,969
5699,4♠4♣9♣A♦K♠,cfr_bot,showdown,10,2♦T♥,6♦A♥,T2o,A6o,raise,fold,-1000,979
5700,A♣7♣3♣2♦4♠,h_bot,showdown,50,Q♠5♣,T♠9♠,Q5o,T9s,fold,raise,-950,929
5701,2♠2♥J♠K♣T♣,h_bot,showdown,60,4♦K♠,8♠5♠,K4o,85s,fold,call,-900,879
5702,2♥6♣7♥7♠J♠,h_bot,showdown,60,9♦Q♣,8♣T♣,Q9o,T8s,fold,fold,-890,869
5703,J♦Q♥Q♦T♣4♥,cfr_bot,showdown,60,9♣6♠,6♣4♠,96o,64o,fold,call,-900,879
5704,4♠K♥3♦7♣5♦,h_bot,showdown,100,5♠A♦,3♠2♦,A5o,32o,fold,call,-850,829
5705,J♥T♥3♣4♥A♠,cfr_bot,showdown,60,3♠T♠,5♠2♥,T3s,52o,fold,call,-860,839
5706,5♣4♠Q♦T♣6♦,cfr_bot,showdown,60,A♥7♣,T♥9♥,A7o,T9s,fold,fold,-910,889
5707,8♠Q♣Q♠3♣8♣,cfr_bot,showdown,60,5♦4♥,9♥3♦,54o,93o,fold,call,-920,899
5708,3♣A♥T♦8♣6♦,cfr_bot,showdown,60,K♣5♥,6♥J♥,K5o,J6s,fold,fold,-970,949
5709,T♠4♠7♦Q♣J♠,cfr_bot,showdown,60,K♠6♦,A♣3♣,K6o,A3s,fold,fold,-980,959
5710,K♥Q♥7♣4♥9♠,cfr_bot,showdown,30,J♣J♦,K♠T♦,JJ,KTo,raise,fold,-1000,979
5711,K♣4♦2♦T♠8♣,h_bot,showdown,60,9♥8♥,7♣3♠,98s,73o,raise,raise,-940,919
5712,4♦J♦Q♠6♥K♥,cfr_bot,showdown,120,7♠J♥,9♦T♥,J7o,T9o,fold,call,-1000,979
5713,5♥A♠4♦7♣9♦,h_bot,showdown,60,5♦8♣,J♥K♣,85o,KJo,fold,call,-940,919
5714,3♥A♦2♣3♦5♦,h_bot,showdown,70,8♥3♣,Q♥7♦,83o,Q7o,fold,fold,-930,909
5715,9♥A♦8♥2♣8♠,h_bot,showdown,70,8♣J♦,5♣5♥,J8o,55,fold,call,-870,849
5716,T♣J♥A♠4♥5♠,cfr_bot,showdown,70,8♠6♣,2♥9♥,86o,92s,fold,fold,-930,909
5717,7♦5♦4♥3♦K♦,h_bot,showdown,70,7♥7♣,9♥4♣,77,94o,fold,call,-870,849
5718,J♠2♥2♦6♦9♠,h_bot,showdown,120,9♣T♥,T♦Q♦,T9o,QTs,fold,call,-810,789
5719,7♠5♠2♦9♣8♦,h_bot,showdown,70,A♠7♣,2♠J♦,A7o,J2o,fold,call,-750,729
5720,T♠Q♣K♥8♥K♠,h_bot,showdown,110,Q♥2♦,6♠6♥,Q2o,66,raise,fold,-740,719
5721,4♠J♠3♦T♥8♦,cfr_bot,showdown,110,A♥K♦,T♠7♠,AKo,T7s,fold,call,-750,729
5722,4♥K♦5♠A♣8♣,cfr_bot,showdown,110,T♥6♦,K♥3♦,T6o,K3o,fold,fold,-850,829
5723,4♠9♥J♥J♣A♣,cfr_bot,showdown,110,8♣2♠,6♦T♥,82o,T6o,fold,call,-860,839
5724,3♦2♠K♠J♦T♥,h_bot,showdown,240,6♠8♣,4♣5♠,86o,54o,fold,raise,-720,699
5725,Q♥9♦7♠T♦7♦,h_bot,showdown,320,Q♠4♠,A♥3♠,Q4s,A3o,raise,fold,-580,559
5726,K♠6♥A♠4♣Q♥,cfr_bot,showdown,190,J♣5♣,8♥Q♦,J5s,Q8o,fold,fold,-760,739
5727,J♥2♥J♦Q♥8♣,cfr_bot,showdown,190,K♦5♦,T♠8♥,K5s,T8o,fold,call,-770,749
5728,K♥Q♣9♦8♠7♥,cfr_bot,showdown,360,8♣3♣,3♥9♣,83s,93o,fold,call,-950,929
5729,3♠J♦Q♦6♣4♦,cfr_bot,showdown,190,7♠A♣,A♥8♥,A7o,A8s,fold,call,-960,939
5730,Q♣4♠T♦2♦6♥,cfr_bot,showdown,50,5♦T♥,2♣2♥,T5o,22,raise,fold,-1000,979
5731,6♣6♠K♥T♥4♣,h_bot,showdown,40,4♦3♦,A♥J♥,43s,AJs,fold,call,-960,939
5732,K♠A♦7♥J♦2♠,h_bot,showdown,80,7♦4♣,T♠3♣,74o,T3o,fold,call,-920,899
5733,7♣3♠T♣6♦8♥,cfr_bot,showdown,50,A♠K♦,J♥6♥,AKo,J6s,fold,call,-930,909
5734,3♥J♥K♠2♠J♣,cfr_bot,showdown,50,4♣6♣,K♣A♥,64s,AKo,fold,fold,-970,949
5735,9♥2♠9♦7♦6♠,cfr_bot,showdown,70,5♣A♣,J♠6♣,A5s,J6o,raise,call,-1000,979
5736,9♥K♦K♣7♠K♥,cfr_bot,showdown,10,T♠5♥,Q♦5♦,T5o,Q5s,raise,call,-1000,979
5737,6♥J♠A♠K♥K♠,h_bot,showdown,0,K♣3♣,8♠3♦,K3s,83o,fold,call,-1000,979
5738,9♦T♦5♠Q♠T♠,cfr_bot,showdown,10,7♣6♥,6♦A♥,76o,A6o,fold,fold,-1000,979
5739,T♣3♦7♠2♥3♣,h_bot,showdown,0,5♥K♣,4♠8♥,K5o,84o,fold,fold,-1000,979
5740,K♦7♠A♦Q♣8♠,h_bot,showdown,10,J♥2♠,5♥4♣,J2o,54o,fold,call,-990,969
5741,3♣9♠K♦K♠6♣,cfr_bot,showdown,10,5♠2♥,Q♣T♠,52o,QTo,fold,call,-1000,979
5742,6♣T♦5♠6♥Q♣,cfr_bot,showdown,10,5♥8♣,T♣9♠,85o,T9o,fold,call,-1000,979
5743,4♦Q♠J♣2♠A♣,cfr_bot,showdown,0,4♠5♥,Q♣7♣,54o,Q7s,fold,call,-1000,979
5744,2♥8♠8♦4♣Q♠,cfr_bot,showdown,10,7♣3♠,J♦5♥,73o,J5o,fold,call,-1000,979
5745,3♠A♣K♠7♥9♣,h_bot,showdown,0,9♠4♥,5♣6♥,94o,65o,raise,call,-1000,979
5746,5♥J♣7♠T♠Q♣,h_bot,showdown,10,Q♦T♣,A♥5♠,QTo,A5o,fold,call,-990,969
5747,K♥5♠J♥8♥A♥,cfr_bot,showdown,50,7♣T♠,K♠9♠,T7o,K9s,fold,raise,-1000,979
5748,Q♦9♦K♦3♥T♥,h_bot,showdown,50,Q♥6♣,5♥2♥,Q6o,52s,raise,raise,-950,929
5749,5♥4♦6♦7♥A♠,h_bot,showdown,60,8♦J♦,A♥7♠,J8s,A7o,fold,call,-900,879
5750,3♣Q♥6♠5♥4♦,h_bot,showdown,100,6♥T♠,A♣J♦,T6o,AJo,fold,call,-850,829
5751,8♣K♥3♣Q♣6♥,h_bot,showdown,180,J♦J♥,4♥5♥,JJ,54s,raise,call,-760,739
5752,9♦2♦4♥7♦K♦,h_bot,showdown,100,2♥2♣,6♠8♠,22,86s,fold,fold,-750,729
5753,Q♠T♠4♣T♥A♥,h_bot,showdown,260,K♦T♣,Q♥J♦,KTo,QJo,raise,call,-620,599
5754,A♠7♣8♠4♥J♥,h_bot,showdown,300,3♠4♣,3♥9♣,43o,93o,fold,raise,-450,429
5755,3♥T♣2♣J♦4♥,h_bot,showdown,180,J♠9♣,Q♦2♦,J9o,Q2s,fold,call,-280,259
5756,6♠2♦2♣5♣K♠,h_bot,showdown,380,Q♠K♥,6♥Q♦,KQo,Q6o,fold,raise,-70,49
5757,9♥Q♥K♣6♠2♦,cfr_bot,showdown,220,5♥A♦,Q♠8♣,A5o,Q8o,fold,call,-80,59
5758,A♠9♥Q♦5♠Q♣,cfr_bot,showdown,420,6♦T♥,2♥K♠,T6o,K2o,fold,call,-290,269
5759,7♣J♥7♦T♠4♥,cfr_bot,showdown,220,2♠8♥,T♥J♣,82o,JTo,fold,call,-300,279
5760,4♠2♦3♣A♦4♦,h_bot,showdown,420,J♦3♥,9♦6♠,J3o,96o,fold,call,-90,69
5761,7♥Q♣J♠9♠9♣,h_bot,showdown,460,T♦K♣,2♥3♦,KTo,32o,raise,fold,120,-141
5762,K♠9♠4♣5♠3♣,h_bot,showdown,260,9♦5♦,J♠A♣,95s,AJo,fold,fold,130,-151
5763,5♥7♥8♣5♣A♠,cfr_bot,showdown,260,2♥6♠,3♦3♠,62o,33,fold,call,120,-141
5764,2♦A♣Q♣K♦T♠,h_bot,showdown,300,T♦2♣,3♦3♣,T2o,33,raise,fold,130,-151
5765,9♥9♠J♣4♠8♥,cfr_bot,showdown,300,6♦T♣,A♣2♠,T6o,A2o,fold,call,120,-141
5766,6♣8♠2♣3♥3♠,h_bot,showdown,300,5♠A♣,K♥4♣,A5o,K4o,fold,fold,130,-151
5767,Q♥K♣K♥7♦A♣,cfr_bot,showdown,300,J♣3♠,Q♦Q♣,J3o,QQ,fold,call,120,-141
5768,9♥4♥3♠7♣3♦,h_bot,showdown,660,8♣9♦,J♠5♠,98o,J5s,raise,call,450,-471
5769,6♣7♣2♥3♠8♦,cfr_bot,showdown,340,Q♦9♦,9♥T♣,Q9s,T9o,fold,call,440,-461
5770,2♠J♠5♠5♦T♣,h_bot,showdown,340,T♥4♠,8♥2♥,T4o,82s,fold,fold,450,-471
5771,T♣Q♣5♠A♣9♣,h_bot,showdown,340,4♥4♦,K♦7♠,44,K7o,fold,call,780,-801
5772,K♥7♣8♥Q♠5♠,h_bot,showdown,380,4♥Q♦,3♦A♦,Q4o,A3s,raise,fold,790,-811
5773,6♦7♣3♠Q♥J♣,cfr_bot,showdown,599,A♣4♥,7♦6♣,A4o,76o,raise,call,380,-401
5774,K♥5♥4♥5♣7♥,h_bot,showdown,420,3♠8♣,6♦2♦,83o,62s,fold,fold,390,-411
5775,T♠6♦Q♦7♣2♣,cfr_bot,showdown,420,7♦J♣,A♦7♠,J7o,A7o,fold,call,380,-401
5776,7♠5♣2♣A♠J♣,cfr_bot,showdown,420,K♠9♠,9♥J♠,K9s,J9o,fold,fold,-30,9
5777,3♦9♣6♣9♦5♣,cfr_bot,showdown,420,T♣A♦,3♣8♥,ATo,83o,fold,call,-40,19
5778,4♠K♥T♠7♣4♥,cfr_bot,showdown,420,7♠8♣,K♦J♦,87o,KJs,fold,fold,-450,429
5779,5♥8♠J♠Q♣K♦,cfr_bot,showdown,420,3♠5♦,T♠K♣,53o,KTo,fold,call,-460,439
5780,J♣K♣2♦4♥2♥,h_bot,showdown,460,T♦2♠,4♣T♥,T2o,T4o,raise,fold,-450,429
5781,A♦A♥7♠8♣J♦,h_bot,showdown,940,8♥K♦,5♠3♣,K8o,53o,raise,fold,0,-21
5782,Q♥8♥7♦9♥J♠,h_bot,showdown,540,A♣J♥,4♦2♦,AJo,42s,raise,fold,10,-31
5783,J♣Q♠3♠Q♣8♠,cfr_bot,showdown,540,2♣3♦,A♠8♣,32o,A8o,fold,call,0,-21
5784,4♥3♦7♣8♦J♦,h_bot,showdown,580,J♥A♠,A♣6♥,AJo,A6o,raise,fold,10,-31
5785,2♠A♠5♥T♥8♦,cfr_bot,showdown,580,6♥9♠,T♦T♣,96o,TT,fold,call,0,-21
5786,9♦4♠A♥9♠A♠,cfr_bot,showdown,580,2♥7♣,K♠Q♦,72o,KQo,fold,fold,-570,549
5787,4♠J♦9♦8♠8♣,cfr_bot,showdown,580,2♣A♥,T♠9♣,A2o,T9o,fold,call,-580,559
5788,2♣Q♦8♠T♣7♦,cfr_bot,showdown,430,5♠4♠,Q♥7♣,54s,Q7o,fold,fold,-1000,979
5789,7♠J♦5♥8♣9♥,h_bot,showdown,570,J♥T♥,8♥5♣,JTs,85o,raise,call,-430,409
5790,A♠7♥8♠5♦8♥,h_bot,showdown,10,7♦3♠,9♣2♣,73o,92s,fold,call,-420,399
5791,7♥6♣T♠J♥4♣,h_bot,showdown,10,5♠J♠,Q♣6♥,J5s,Q6o,fold,call,-420,399
5792,6♥4♦K♠8♠4♣,h_bot,showdown,80,Q♠4♥,Q♥T♣,Q4o,QTo,raise,call,-380,359
5793,T♦A♣4♥K♠T♥,cfr_bot,showdown,50,3♣6♥,2♠8♦,63o,82o,fold,call,-390,369
5794,Q♦J♣8♦A♦7♦,cfr_bot,showdown,90,4♠Q♣,9♠A♣,Q4o,A9o,raise,fold,-470,449
5795,5♠4♠Q♣2♣K♠,h_bot,showdown,240,3♥J♥,7♦T♠,J3s,T7o,raise,call,-350,329
5796,7♠A♥J♥Q♥6♥,h_bot,showdown,240,Q♦5♥,A♣2♥,Q5o,A2o,fold,call,-230,209
5797,4♣6♦5♣2♥4♦,h_bot,showdown,130,5♥6♣,2♣7♣,65o,72s,fold,call,-110,89
