HandID,Board,Winner,WinType,Pot,h_Hole,r_Hole,h_Bucket,r_Bucket,h_Action,r_Action,h_Delta,r_Delta
2365,2♦J♠Q♠K♠5♠,h_bot,showdown,10,2♠T♦,8♣2♣,T2o,82s,fold,call,835,-840
2366,Q♥T♠T♦9♦K♠,h_bot|r_bot,split,10,3♠7♣,2♦4♠,73o,42o,fold,call,840,-845
2367,T♣7♦K♠A♥4♦,r_bot,showdown,10,Q♦2♠,T♠J♣,Q2o,JTo,fold,call,830,-835
2368,3♣Q♥A♥4♦A♦,r_bot,showdown,10,Q♦J♠,A♣9♣,QJo,A9s,fold,call,830,-835
2369,4♣9♥T♥J♣9♣,r_bot,showdown,120,8♥A♥,8♦Q♠,A8s,Q8o,raise,call,770,-775
2370,6♠K♦5♠Q♠K♣,r_bot,showdown,120,6♥7♥,T♠Q♦,76s,QTo,fold,call,710,-715
2371,Q♠4♣9♠K♣T♠,r_bot,showdown,170,5♣5♦,J♥Q♦,55,QJo,raise,fold,600,-605
2372,6♦A♦T♦7♦Q♦,h_bot|r_bot,split,120,8♥2♠,K♣2♣,82o,K2s,fold,fold,550,-555
2373,7♠9♦T♥A♣K♣,r_bot,showdown,120,2♠4♣,K♠2♦,42o,K2o,fold,call,540,-545
2374,3♠7♠Q♣4♣9♠,r_bot,showdown,320,J♦3♥,7♣Q♠,J3o,Q7o,raise,call,380,-385
2375,T♠4♦2♣3♦K♥,h_bot,showdown,370,5♦A♠,A♥7♦,A5o,A7o,raise,fold,540,-545
2376,9♦T♥K♦8♦6♥,r_bot,showdown,270,A♦K♥,Q♦6♦,AKo,Q6s,raise,fold,280,-285
2377,K♥6♣3♠A♠8♠,h_bot,showdown,570,8♦A♦,Q♦9♠,A8s,Q9o,raise,fold,540,-545
2378,4♥3♦6♠6♣6♦,r_bot,showdown,320,7♣Q♣,2♥A♥,Q7s,A2s,fold,fold,230,-235
2379,5♣9♣6♠3♥A♥,h_bot,showdown,670,9♦5♦,4♠8♠,95s,84s,raise,fold,540,-545
2380,6♠J♣9♥T♥T♦,h_bot,showdown,750,5♠T♠,3♥Q♣,T5s,Q3o,fold,raise,930,-935
2381,K♥Q♠3♣5♦J♣,h_bot,showdown,505,Q♦8♦,7♦T♣,Q8s,T7o,raise,raise,995,-1000
2382,6♥T♣8♦K♦6♠,h_bot,showdown,115,8♣5♣,2♠3♠,85s,32s,raise,call,995,-1000
2383,8♠2♣7♥9♠4♦,h_bot,showdown,10,K♦8♦,6♦4♣,K8s,64o,fold,fold,995,-1000
2384,9♥7♣A♣Q♠4♣,h_bot,showdown,115,7♦4♠,J♣Q♥,74o,QJo,fold,call,995,-1000
2385,5♥K♠A♠3♥4♠,h_bot,showdown,10,K♥4♣,A♥7♣,K4o,A7o,fold,raise,995,-1000
2386,6♥5♥2♦4♠2♥,h_bot,showdown,0,5♣3♠,5♦A♦,53o,A5s,fold,call,995,-1000
2387,T♦Q♠9♥A♣6♣,r_bot,showdown,10,3♠5♣,K♠2♣,53o,K2o,fold,call,985,-990
2388,A♦4♥3♣Q♣8♦,h_bot,showdown,10,4♠8♠,6♦T♣,84s,T6o,fold,call,995,-1000
2389,K♣6♥8♣9♦7♠,r_bot,showdown,60,3♠A♥,Q♣A♠,A3o,AQo,raise,fold,935,-940
2390,T♣T♠3♥K♥8♠,r_bot,showdown,120,7♣J♥,5♣T♥,J7o,T5o,fold,raise,875,-880
2391,3♥2♠4♣7♣4♥,r_bot,showdown,220,9♣A♠,5♥7♠,A9o,75o,raise,call,765,-770
2392,6♦9♦4♣2♥4♠,h_bot,showdown,320,4♥K♦,J♦9♠,K4o,J9o,raise,call,925,-930
2393,3♣4♠6♦5♦T♣,r_bot,showdown,280,9♦3♠,J♥6♠,93o,J6o,raise,call,715,-720
2394,K♥4♠9♦8♣7♥,r_bot,showdown,520,Q♥2♥,4♣Q♦,Q2s,Q4o,raise,call,455,-460
2395,K♥3♠9♣9♥2♥,r_bot,showdown,270,A♥4♦,8♣K♣,A4o,K8s,fold,call,445,-450
2396,7♠6♦Q♥7♦A♠,h_bot,showdown,620,A♦3♣,J♣9♣,A3o,J9s,raise,call,755,-760
2397,3♦T♣6♠Q♥7♦,r_bot,showdown,600,9♦A♣,J♣J♠,A9o,JJ,raise,call,395,-400
2398,A♣J♥5♦T♣2♥,r_bot,showdown,820,9♣K♦,4♠A♠,K9o,A4s,raise,call,-15,10
2399,5♠J♠3♦Q♦2♣,h_bot,showdown,920,A♦Q♣,8♠K♣,AQo,K8o,raise,call,445,-450
2400,3♦Q♦4♥8♠6♣,h_bot,showdown,470,4♦A♦,A♣2♦,A4s,A2o,fold,fold,455,-460
2401,5♦5♠3♥K♣6♦,r_bot,showdown,1020,4♥8♠,6♥T♠,84o,T6o,raise,call,-55,50
2402,T♣Q♦9♠Q♠9♦,r_bot,showdown,1020,K♣5♠,6♦T♦,K5o,T6s,fold,call,-565,560
2403,4♣2♥8♥7♥7♠,r_bot,showdown,945,J♦2♠,8♣Q♣,J2o,Q8s,raise,call,-1000,995
2404,4♦J♦9♦5♥6♦,h_bot,showdown,10,Q♠T♦,Q♣4♥,QTo,Q4o,fold,fold,-990,985
2405,2♥3♥3♦5♠J♦,r_bot,showdown,445,6♦7♣,9♣J♥,76o,J9o,fold,call,-1000,995
2406,A♠8♠J♣T♦A♦,h_bot,showdown,10,9♣K♥,5♠3♠,K9o,53s,raise,call,-990,985
2407,3♦9♦Q♣Q♠8♣,h_bot,showdown,20,A♠K♦,7♠6♥,AKo,76o,raise,call,-980,975
2408,7♥3♥2♦A♣9♦,r_bot,showdown,20,8♦6♣,9♠3♦,86o,93o,fold,call,-990,985
2409,T♦3♣6♦2♣4♣,h_bot,showdown,20,9♠A♠,K♠8♦,A9s,K8o,fold,call,-980,975
2410,9♦4♦2♣T♠4♥,r_bot,showdown,40,5♣8♥,J♣T♥,85o,JTo,raise,call,-1000,995
2411,J♠9♦J♣Q♥T♣,r_bot,showdown,20,A♠3♦,2♣K♦,A3o,K2o,raise,call,-1000,995
2412,7♦Q♣T♥8♦7♥,h_bot,showdown,10,4♣J♥,2♠5♣,J4o,52o,fold,call,-990,985
2413,2♦A♦T♦2♥T♣,h_bot|r_bot,split,10,7♣9♦,6♠9♥,97o,96o,raise,fold,-995,990
2414,6♠2♣K♥3♣J♦,r_bot,showdown,15,A♠5♣,J♠Q♣,A5o,QJo,raise,call,-1000,995
2415,T♥7♠7♦9♠T♦,r_bot,showdown,5,8♠5♣,K♦T♠,85o,KTo,raise,call,-1000,995
2416,T♣K♥5♣T♠9♦,h_bot,showdown,10,4♠4♥,Q♦8♣,44,Q8o,fold,call,-990,985
2417,K♣6♠9♥8♠K♦,r_bot,showdown,10,2♦5♣,T♠7♥,52o,T7o,call,call,-1000,995
2418,5♥4♣A♦2♥5♣,r_bot,showdown,10,J♣8♦,4♠4♦,J8o,44,raise,call,-1000,995
2419,K♠4♠2♣7♥6♠,r_bot,showdown,0,J♠T♣,9♠Q♠,JTo,Q9s,call,call,-1000,995
2420,K♥A♦T♣8♥Q♣,h_bot,showdown,10,A♠Q♠,4♦A♥,AQs,A4o,fold,call,-990,985
2421,3♥9♦6♣4♥T♥,h_bot,showdown,10,6♥7♣,A♦K♣,76o,AKo,fold,call,-990,985
2422,5♠8♥3♣J♥K♦,h_bot,showdown,10,9♣A♣,9♦7♣,A9s,97o,fold,call,-980,975
2423,3♠3♥5♠Q♥7♥,h_bot,showdown,70,A♥Q♣,4♦2♥,AQo,42o,raise,raise,-930,925
2424,9♥4♠5♦T♠4♣,r_bot,showdown,170,A♦J♠,K♣A♣,AJo,AKs,raise,raise,-1000,995
2425,7♦9♥J♥5♦4♥,h_bot,showdown,100,5♠9♠,A♦T♦,95s,ATs,raise,call,-900,895
2426,J♣8♦Q♣2♦2♥,r_bot,showdown,100,Q♠9♠,K♠Q♦,Q9s,KQo,raise,call,-950,945
2427,4♠8♥9♦K♥7♣,h_bot,showdown,100,5♦6♠,3♦6♥,65o,63o,raise,call,-900,895
2428,K♣T♣8♦4♣Q♦,r_bot,showdown,130,6♠A♣,2♦4♦,A6o,42s,fold,raise,-950,945
2429,2♦6♠T♣9♠8♠,h_bot|r_bot,split,130,4♣Q♠,3♦Q♦,Q4o,Q3s,raise,call,-935,930
2430,J♦K♦K♥T♥3♥,r_bot,showdown,100,Q♥7♦,6♠6♥,Q7o,66,fold,call,-985,980
2431,8♠T♦2♦A♦Q♠,h_bot,showdown,65,A♥T♥,2♥T♣,ATs,T2o,raise,call,-935,930
2432,8♥5♠8♦A♠Q♥,r_bot,showdown,60,J♦4♦,6♠A♦,J4s,A6o,fold,raise,-950,945
2433,J♦5♠8♥T♣2♦,r_bot,showdown,100,4♣T♦,8♦T♠,T4o,T8o,raise,call,-1000,995
2434,4♠J♣6♠Q♥5♥,h_bot,showdown,50,3♦T♥,8♣3♣,T3o,83s,fold,call,-950,945
2435,7♣8♦3♦T♥2♥,r_bot,showdown,100,9♦A♣,8♥Q♠,A9o,Q8o,raise,call,-1000,995
2436,5♠8♥K♠6♣2♠,r_bot,showdown,50,Q♦3♥,8♦4♠,Q3o,84o,raise,raise,-1000,995
2437,3♠8♦9♥7♣8♠,h_bot,showdown,50,9♣T♠,Q♥J♣,T9o,QJo,raise,call,-950,945
2438,8♠8♦T♣Q♥A♦,h_bot|r_bot,split,10,6♠9♣,5♠3♦,96o,53o,fold,call,-945,940
2439,A♥T♣8♦A♣3♠,h_bot,showdown,110,4♥Q♠,9♠2♠,Q4o,92s,raise,call,-890,885
2440,Q♣7♦J♥J♣2♣,h_bot,showdown,115,7♠5♦,6♥T♠,75o,T6o,raise,fold,-880,875
2441,A♥K♦8♦3♥T♣,h_bot,showdown,115,8♠K♠,K♣5♠,K8s,K5o,fold,call,-775,770
2442,T♠J♣T♦A♦K♣,h_bot|r_bot,split,310,4♥3♦,4♦5♦,43o,54s,raise,call,-775,770
2443,7♥K♥4♦A♣2♣,r_bot,showdown,410,T♣5♠,7♠A♠,T5o,A7s,raise,call,-980,975
2444,4♦7♥9♦T♦A♦,h_bot,showdown,70,7♠9♥,6♣Q♣,97o,Q6s,raise,raise,-930,925
2445,4♥A♥3♦6♠7♣,h_bot,showdown,120,A♦T♣,Q♦J♥,ATo,QJo,raise,fold,-880,875
2446,T♦Q♦9♥A♠8♦,h_bot,showdown,270,9♣3♦,K♣4♠,93o,K4o,raise,raise,-730,725
2447,7♣7♦9♦9♣6♣,h_bot|r_bot,split,160,5♦3♦,4♥3♥,53s,43s,fold,call,-660,655
2448,5♣4♥6♠J♠8♥,h_bot,showdown,300,7♦J♣,5♦3♠,J7o,53o,fold,call,-510,505
2449,7♣T♥6♣2♦T♣,r_bot,showdown,160,2♥5♣,9♠9♥,52o,99,fold,call,-520,515
2450,5♠T♦T♠6♠9♦,r_bot,showdown,300,K♦3♠,K♥K♠,K3o,KK,fold,call,-670,665
2451,A♦2♣6♦5♠9♦,h_bot,showdown,160,7♥Q♠,Q♥3♠,Q7o,Q3o,fold,call,-520,515
2452,8♣T♠K♥5♣5♠,r_bot,showdown,400,3♣J♦,8♦A♦,J3o,A8s,raise,call,-720,715
2453,A♣Q♥K♠J♥8♣,r_bot,showdown,210,8♥7♦,5♠K♦,87o,K5o,fold,call,-730,725
2454,T♣9♣3♦2♥4♦,r_bot,showdown,400,A♦4♠,5♠5♦,A4o,55,fold,call,-930,925
2455,6♠5♣Q♣8♣4♦,r_bot,showdown,270,8♦9♦,Q♠T♠,98s,QTs,raise,call,-1000,995
2456,A♠Q♥2♠7♥A♣,h_bot,showdown,100,A♥9♥,6♥4♣,A9s,64o,fold,raise,-900,895
2457,5♦T♦4♣8♠T♠,r_bot,showdown,110,2♣4♠,5♣Q♠,42o,Q5o,fold,call,-910,905
2458,A♠A♣T♥T♦K♦,h_bot|r_bot,split,190,3♦2♦,3♠2♥,32s,32o,fold,call,-905,900
2459,2♠5♠6♣7♣K♣,r_bot,showdown,110,8♣A♠,A♥9♦,A8o,A9o,fold,call,-915,910
2460,K♦4♠9♠Q♠6♠,h_bot,showdown,215,T♣Q♦,5♥3♦,QTo,53o,fold,raise,-785,780
2461,K♠6♠J♣2♠7♦,h_bot,showdown,140,2♣5♥,9♣4♣,52o,94s,fold,call,-655,650
2462,J♠J♣6♦7♣J♦,h_bot,showdown,360,2♣2♦,9♠A♠,22,A9s,raise,call,-475,470
2463,T♣7♠A♥2♣8♦,h_bot,showdown,190,K♥2♦,3♦5♣,K2o,53o,fold,call,-295,290
2464,6♥T♥9♦Q♦A♥,r_bot,showdown,190,9♠8♥,2♣A♠,98o,A2o,fold,fold,-475,470
2465,6♦2♣A♥2♠9♥,h_bot,showdown,490,2♥3♦,5♣9♣,32o,95s,raise,raise,-215,210
2466,3♥5♣8♥K♦Q♦,h_bot,showdown,620,5♠5♥,8♠T♥,55,T8o,raise,call,95,-100
2467,8♣K♣3♣2♣T♦,r_bot,showdown,320,4♥7♦,6♣2♠,74o,62o,fold,call,85,-90
2468,2♥K♥4♠5♣T♥,h_bot,showdown,620,5♦K♠,3♠8♠,K5o,83s,fold,call,395,-400
2469,8♥6♠6♥3♥K♣,r_bot,showdown,320,3♣T♣,A♥2♥,T3s,A2s,fold,call,385,-390
2470,2♥Q♠A♥8♦5♣,h_bot,showdown,620,2♦9♠,7♥K♥,92o,K7s,fold,call,695,-700
2471,T♠Q♠6♣A♠2♦,r_bot,showdown,310,K♥T♥,K♠A♦,KTs,AKo,fold,raise,685,-690
2472,5♣7♥6♠7♣Q♦,r_bot,showdown,310,8♠2♣,T♠3♠,82o,T3s,fold,fold,385,-390
2473,6♣T♣3♦Q♥4♥,r_bot,showdown,310,K♣Q♠,Q♦A♣,KQo,AQo,fold,call,375,-380
2474,7♥3♠T♥K♦J♦,h_bot,showdown,360,3♥A♥,5♠Q♦,A3s,Q5o,raise,fold,385,-390
2475,K♥Q♥K♣K♦T♥,h_bot|r_bot,split,360,4♦5♣,5♦2♣,54o,52o,fold,call,555,-560
2476,4♠J♣5♥6♦9♠,h_bot,showdown,360,6♣9♦,K♥7♦,96o,K7o,fold,fold,565,-570
2477,5♦9♥A♣2♣7♠,h_bot,showdown,360,8♥K♦,6♣T♦,K8o,T6o,fold,call,915,-920
2478,A♦8♥2♣4♥9♥,r_bot,showdown,430,J♦T♣,Q♠T♠,JTo,QTs,fold,call,565,-570
2479,8♦9♠T♥4♣A♠,r_bot,showdown,360,6♣K♥,5♦A♣,K6o,A5o,fold,call,555,-560
2480,5♠J♣9♠K♣3♥,h_bot,showdown,360,6♦K♠,5♦6♠,K6o,65o,fold,fold,565,-570
2481,9♣5♣T♥K♦K♥,r_bot,showdown,360,8♦4♦,5♠5♦,84s,55,fold,call,555,-560
2482,8♥A♥K♦2♠3♦,h_bot,showdown,700,8♠9♥,T♠2♥,98o,T2o,fold,call,905,-910
2483,2♣8♦J♥9♦A♥,h_bot|r_bot,split,100,9♥3♥,9♠6♦,93s,96o,fold,call,945,-950
2484,6♥Q♠2♠J♣3♦,r_bot,showdown,400,4♥A♦,K♦3♠,A4o,K3o,fold,call,595,-600
2485,K♠J♠5♥4♥8♥,r_bot,showdown,750,Q♦A♣,4♣2♠,AQo,42o,raise,fold,195,-200
2486,8♦5♥7♥A♥8♠,r_bot,showdown,800,7♣3♥,9♦9♠,73o,99,fold,call,-205,200
2487,T♦5♠3♠6♠4♥,r_bot,showdown,410,J♦Q♣,8♥5♥,QJo,85s,fold,call,-215,210
2488,3♠J♥A♠9♥9♣,r_bot,showdown,410,8♠7♥,2♦Q♥,87o,Q2o,fold,fold,-615,610
2489,4♦Q♦7♣8♥3♣,r_bot,showdown,785,6♦Q♠,Q♣Q♥,Q6o,QQ,raise,call,-1000,995
2490,3♣A♠6♥7♦K♠,r_bot,showdown,10,8♥J♣,K♦7♠,J8o,K7o,raise,call,-1000,995
2491,J♥7♦K♠5♠5♦,r_bot,showdown,0,8♠9♣,K♣2♣,98o,K2s,raise,call,-1000,995
2492,2♦Q♦4♦3♠3♣,r_bot,showdown,10,8♠J♥,T♠4♥,J8o,T4o,raise,call,-1000,995
2493,3♠4♦T♥4♠7♦,h_bot,showdown,0,7♣9♣,8♥9♠,97s,98o,raise,call,-1000,995
2494,9♠8♦A♥2♣2♥,h_bot,showdown,10,4♥4♠,K♥3♣,44,K3o,fold,call,-990,985
2495,6♦T♦8♠4♠9♠,r_bot,showdown,10,3♣5♥,2♥7♥,53o,72s,fold,call,-1000,995
2496,5♣2♥5♥6♥7♥,h_bot,showdown,10,Q♥T♣,J♣5♦,QTo,J5o,fold,call,-990,985
2497,7♣8♠3♥6♥4♣,h_bot,showdown,10,4♠8♦,2♥J♣,84o,J2o,raise,fold,-990,985
2498,7♣5♣7♥T♥9♦,r_bot,showdown,20,Q♥K♣,K♠A♥,KQo,AKo,fold,call,-1000,995
2499,9♦3♣6♠8♥J♥,h_bot,showdown,10,J♣3♦,A♦9♥,J3o,A9o,raise,call,-990,985
2500,J♣J♥J♦2♥A♠,r_bot,showdown,10,8♠3♥,Q♥8♦,83o,Q8o,fold,call,-990,985
2501,J♦T♥4♣2♠6♦,r_bot,showdown,10,8♣Q♠,7♣T♣,Q8o,T7s,fold,call,-1000,995
2502,T♦8♠T♥7♦8♥,h_bot|r_bot,split,10,7♥2♠,5♠4♥,72o,54o,fold,call,-995,990
2503,8♦A♠5♥8♠Q♥,h_bot,showdown,5,A♣6♥,4♦J♠,A6o,J4o,fold,call,-995,990
2504,Q♦7♥9♦K♦6♣,r_bot,showdown,15,3♦4♠,K♣A♠,43o,AKo,raise,call,-1000,995
2505,J♥6♣T♥6♦3♠,h_bot,showdown,5,Q♦K♠,8♥4♦,KQo,84o,fold,call,-995,990
2506,J♦7♠T♦3♥K♥,h_bot,showdown,15,Q♠8♦,4♠2♣,Q8o,42o,fold,call,-985,980
2507,K♦Q♥2♠9♥3♦,h_bot,showdown,15,K♠6♦,7♠5♦,K6o,75o,fold,call,-980,975
2508,Q♦4♥2♦T♥T♣,h_bot,showdown,30,A♣T♠,2♥K♦,ATo,K2o,raise,fold,-970,965
2509,3♠Q♣6♦J♥7♦,r_bot,showdown,60,8♥A♥,5♣Q♦,A8s,Q5o,raise,call,-1000,995
2510,A♦J♥K♥4♠4♦,r_bot,showdown,30,T♣2♦,7♣K♦,T2o,K7o,fold,call,-1000,995
2511,3♥3♦8♣9♥T♦,h_bot,showdown,30,8♥9♦,4♦J♦,98o,J4s,fold,call,-970,965
2512,8♣A♠J♠6♣5♠,h_bot,showdown,60,8♥7♠,Q♣6♠,87o,Q6o,fold,call,-940,935
2513,J♠6♦3♣Q♠5♠,r_bot,showdown,120,2♥9♠,A♠6♠,92o,A6s,raise,call,-1000,995
2514,Q♠3♦T♥6♦T♦,r_bot,showdown,10,6♣4♥,8♣Q♥,64o,Q8o,raise,call,-1000,995
2515,3♦8♦7♥5♥9♣,r_bot,showdown,0,4♦Q♠,7♠T♣,Q4o,T7o,fold,call,-1000,995
2516,J♣3♣4♦7♣K♠,r_bot,showdown,10,T♣8♦,7♠3♠,T8o,73s,raise,call,-1000,995
2517,J♣2♦A♣J♠Q♠,h_bot,showdown,0,J♦5♦,5♥7♣,J5s,75o,fold,call,-1000,995
2518,3♣K♣3♥K♥T♦,r_bot,showdown,10,5♣8♠,7♣7♠,85o,77,fold,call,-1000,995
2519,2♣2♥5♣T♠Q♠,h_bot,showdown,0,K♥Q♣,8♥6♥,KQo,86s,fold,call,-1000,995
2520,4♥A♦8♣4♠8♦,h_bot,showdown,10,A♠6♣,T♦K♠,A6o,KTo,fold,call,-990,985
2521,J♠2♠Q♥4♣5♥,h_bot,showdown,10,6♣J♣,8♥A♦,J6s,A8o,fold,call,-990,985
2522,9♥Q♠7♥2♣5♣,h_bot,showdown,10,J♣Q♥,3♠K♣,QJo,K3o,fold,call,-980,975
2523,2♣Q♥K♠K♣A♦,r_bot,showdown,40,8♦8♠,A♥6♣,88,A6o,raise,call,-1000,995
2524,9♣7♠6♣Q♥Q♣,h_bot,showdown,10,6♥A♠,4♠K♦,A6o,K4o,fold,fold,-990,985
2525,6♣5♠4♦4♠A♦,r_bot,showdown,30,T♥J♦,A♠6♥,JTo,A6o,fold,call,-1000,995
2526,4♠8♥9♦9♣2♦,r_bot,showdown,20,6♠3♦,J♥5♦,63o,J5o,fold,call,-1000,995
2527,J♦4♦A♠A♣J♣,h_bot,showdown,20,2♥9♣,6♥8♥,92o,86s,fold,call,-980,975
2528,T♣4♥8♣8♠A♥,r_bot,showdown,30,7♠9♥,K♣Q♥,97o,KQo,raise,fold,-1000,995
2529,9♠8♠T♥5♠Q♣,r_bot,showdown,20,4♠2♣,Q♥4♦,42o,Q4o,fold,call,-1000,995
2530,8♥5♣4♦8♣3♣,r_bot,showdown,20,K♥Q♥,5♦K♠,KQs,K5o,fold,call,-1000,995
2531,2♥Q♦9♣T♣A♠,r_bot,showdown,20,J♠4♥,5♣K♥,J4o,K5o,fold,call,-1000,995
2532,4♥6♥A♥9♠9♦,r_bot,showdown,10,J♥A♣,J♣9♣,AJo,J9s,raise,call,-1000,995
2533,Q♣Q♠T♣6♥5♠,r_bot,showdown,0,5♦7♣,8♥T♠,75o,T8o,raise,call,-1000,995
2534,8♦8♣T♥4♦3♠,r_bot,showdown,10,A♣2♦,T♦5♠,A2o,T5o,fold,call,-1000,995
2535,A♣8♣4♣6♣5♠,r_bot,showdown,0,J♦Q♠,9♥K♥,QJo,K9s,fold,call,-1000,995
2536,J♦J♣5♣T♦8♦,r_bot,showdown,10,4♣9♠,T♠5♦,94o,T5o,fold,call,-1000,995
2537,8♠8♦T♥7♥7♦,h_bot,showdown,0,Q♥7♠,Q♦K♠,Q7o,KQo,fold,call,-1000,995
2538,3♣2♦8♦4♣9♣,r_bot,showdown,10,J♠6♣,9♠2♥,J6o,92o,fold,call,-1000,995
2539,8♣A♣A♦7♣2♥,r_bot,showdown,0,4♥J♠,6♣7♥,J4o,76o,fold,call,-1000,995
2540,K♦5♦K♣2♦9♣,h_bot,showdown,10,K♠2♣,9♠7♥,K2o,97o,fold,call,-990,985
2541,2♣A♥5♣7♠9♥,r_bot,showdown,20,8♥J♣,8♦6♦,J8o,86s,raise,call,-1000,995
2542,5♣9♦3♦3♣K♥,r_bot,showdown,10,6♥2♠,9♣Q♥,62o,Q9o,fold,call,-1000,995
2543,3♣A♠A♦5♠3♦,r_bot,showdown,10,2♠T♣,3♠T♥,T2o,T3o,fold,call,-1000,995
2544,3♦3♣4♣K♦6♠,h_bot,showdown,10,5♠6♣,Q♥T♦,65o,QTo,raise,call,-990,985
2545,5♠2♠Q♥3♠3♦,r_bot,showdown,10,T♦J♠,2♣8♦,JTo,82o,fold,call,-1000,995
2546,6♣J♦T♠5♠6♠,h_bot,showdown,10,6♦5♥,9♠8♦,65o,98o,raise,call,-990,985
2547,A♠8♣7♦2♠4♣,r_bot,showdown,10,T♣4♦,4♠7♣,T4o,74o,raise,fold,-1000,995
2548,T♠5♠Q♠2♠Q♥,h_bot,showdown,10,5♣A♦,2♥J♥,A5o,J2s,raise,call,-990,985
2549,9♦5♣7♦2♣5♥,r_bot,showdown,10,4♣A♠,J♣7♠,A4o,J7o,fold,call,-1000,995
2550,2♣K♣J♦6♦J♣,r_bot,showdown,10,6♠9♣,K♥8♦,96o,K8o,fold,call,-1000,995
2551,J♣2♥8♦2♣5♥,r_bot,showdown,0,Q♣6♦,J♠T♦,Q6o,JTo,raise,call,-1000,995
2552,8♦K♠2♠6♠7♥,r_bot,showdown,10,6♥Q♦,7♣3♣,Q6o,73s,fold,call,-1000,995
2553,6♣T♣4♦A♥A♦,h_bot,showdown,0,8♥8♠,7♣5♦,88,75o,fold,call,-1000,995
2554,4♣3♦K♣J♠9♠,h_bot,showdown,10,K♠K♦,7♣2♣,KK,72s,raise,call,-990,985
2555,5♠2♥J♣K♣K♥,h_bot,showdown,20,3♠9♥,4♠6♥,93o,64o,raise,call,-980,975
2556,K♥5♥4♥6♥T♠,r_bot,showdown,20,2♠6♣,8♠8♦,62o,88,fold,call,-990,985
2557,A♦8♦K♥3♦6♥,h_bot,showdown,20,K♣9♥,9♣3♠,K9o,93o,raise,call,-980,975
2558,Q♠4♥7♣Q♦7♥,h_bot,showdown,20,A♦A♥,9♥4♦,AA,94o,fold,call,-970,965
2559,5♠4♥A♥A♦9♠,r_bot,showdown,20,6♥J♦,6♦5♣,J6o,65o,fold,call,-980,975
2560,5♣4♣T♥5♥T♣,r_bot,showdown,20,2♣4♠,7♦K♠,42o,K7o,fold,call,-990,985
2561,8♠9♦6♥2♥J♥,h_bot,showdown,20,J♦5♥,6♦4♥,J5o,64o,raise,call,-980,975
2562,J♠J♣4♠3♣3♦,h_bot,showdown,20,5♥4♥,K♦A♥,54s,AKo,fold,call,-970,965
2563,2♣T♠K♠J♦8♣,h_bot|r_bot,split,60,9♠Q♠,9♣Q♣,Q9s,Q9s,raise,call,-970,965
2564,2♦A♦K♠6♦9♣,r_bot,showdown,90,T♣8♥,5♣Q♠,T8o,Q5o,raise,raise,-1000,995
2565,2♥9♥8♣2♠4♥,r_bot,showdown,60,8♦A♦,8♥9♦,A8s,98o,raise,call,-1000,995
2566,3♦4♣8♥6♦9♠,h_bot,showdown,10,J♦J♣,7♣8♣,JJ,87s,raise,call,-990,985
2567,2♠7♥T♣4♠5♦,h_bot,showdown,20,J♦T♦,Q♥8♠,JTs,Q8o,raise,call,-980,975
2568,8♣A♣T♦3♠9♦,h_bot,showdown,20,A♦A♠,5♠7♠,AA,75s,fold,call,-970,965
2569,J♠7♥7♠8♠T♥,h_bot,showdown,40,5♠9♠,4♥3♥,95s,43s,raise,fold,-960,955
2570,J♦A♦7♥7♣2♠,h_bot|r_bot,split,40,2♦K♥,2♥Q♦,K2o,Q2o,fold,fold,-970,965
2571,3♦J♦A♠3♣6♥,r_bot,showdown,60,Q♦4♦,4♠A♣,Q4s,A4o,raise,call,-1000,995
2572,Q♣6♥3♠5♦7♠,r_bot,showdown,30,8♥K♠,7♦4♦,K8o,74s,call,call,-1000,995
2573,9♥9♦4♥Q♠2♥,h_bot,showdown,30,Q♥5♣,8♦6♦,Q5o,86s,raise,call,-970,965
2574,T♠2♠A♠9♣J♣,h_bot,showdown,10,8♠A♦,K♣4♦,A8o,K4o,fold,call,-960,955
2575,9♥7♥9♣3♥4♥,h_bot,showdown,10,J♦8♥,6♠6♣,J8o,66,fold,call,-960,955
2576,8♦2♦4♣7♠5♠,h_bot,showdown,50,K♣Q♠,J♣9♣,KQo,J9s,fold,raise,-910,905
2577,2♠7♠5♥8♥9♦,r_bot,showdown,60,T♠Q♣,2♣4♥,QTo,42o,fold,call,-920,915
2578,T♦3♥3♣Q♠3♦,r_bot,showdown,100,A♥T♣,6♠Q♦,ATo,Q6o,fold,call,-970,965
2579,A♠A♦K♦5♣7♠,r_bot,showdown,60,5♦6♣,7♦8♣,65o,87o,fold,call,-980,975
2580,3♥Q♥7♣5♦6♥,h_bot|r_bot,split,30,6♣4♥,4♦2♣,64o,42o,fold,fold,-985,980
2581,6♠3♦9♣9♥T♥,r_bot,showdown,65,3♠4♦,9♦J♣,43o,J9o,call,call,-1000,995
2582,T♦6♣8♦9♦3♣,h_bot,showdown,50,K♦2♦,7♣5♠,K2s,75o,fold,call,-950,945
2583,J♠6♠8♣6♦Q♣,r_bot,showdown,100,4♥T♠,Q♠T♣,T4o,QTo,raise,call,-1000,995
2584,3♥3♠5♣2♣6♥,r_bot,showdown,10,9♣Q♠,5♠J♠,Q9o,J5s,raise,call,-1000,995
2585,7♥A♠8♦T♠K♠,h_bot,showdown,0,5♥A♣,3♦9♦,A5o,93s,fold,call,-1000,995
