HandID,Board,Winner,WinType,Pot,h_Hole,r_Hole,h_Bucket,r_Bucket,h_Action,r_Action,h_Delta,r_Delta
2144,Q♠J♥K♠7♥T♦,h_bot,showdown,720,J♠8♣,5♥5♠,J8o,55,raise,call,455,-460
2145,A♦T♠2♣A♣K♠,h_bot,showdown,850,6♣Q♠,4♠3♣,Q6o,43o,raise,raise,895,-900
2146,Q♦3♣4♠3♥9♠,r_bot,showdown,590,T♥6♦,J♣A♦,T6o,AJo,raise,call,405,-410
2147,3♥2♥5♣6♥J♥,h_bot,showdown,1110,A♥J♠,A♦K♠,AJo,AKo,raise,raise,975,-980
2148,T♠2♠K♣9♠3♦,r_bot,showdown,640,7♣5♦,4♦J♣,75o,J4o,raise,call,355,-360
2149,K♥Q♥8♥J♣T♠,h_bot,showdown,1310,J♦J♠,T♣J♥,JJ,JTo,raise,call,995,-1000
2150,6♠Q♦8♣8♦7♠,h_bot,showdown,670,K♠Q♣,4♠4♣,KQo,44,fold,fold,995,-1000
2151,4♦9♣J♥7♥8♠,h_bot,showdown,720,6♠4♥,Q♦5♥,64o,Q5o,raise,call,995,-1000
2152,5♣2♠T♦Q♥A♠,h_bot,showdown,720,K♥Q♦,7♣T♥,KQo,T7o,fold,raise,995,-1000
2153,4♠J♣4♥2♣A♦,h_bot,showdown,10,Q♣7♥,5♠9♠,Q7o,95s,fold,call,995,-1000
2154,4♥8♥2♣Q♥A♠,h_bot,showdown,0,6♥J♥,3♦5♠,J6s,53o,fold,call,995,-1000
2155,5♣7♠Q♠T♠6♠,r_bot,showdown,60,5♥9♣,K♥7♣,95o,K7o,raise,fold,935,-940
2156,J♣9♣T♣5♥Q♦,h_bot,showdown,70,K♣K♥,7♠J♠,KK,J7s,fold,fold,945,-950
2157,K♥5♣J♣7♠3♠,h_bot,showdown,60,5♦3♥,5♥T♦,53o,T5o,fold,raise,995,-1000
2158,A♦T♣J♦2♦5♣,r_bot,showdown,50,9♦Q♠,A♠J♠,Q9o,AJs,fold,call,945,-950
2159,8♦2♦2♥8♣J♠,h_bot,showdown,60,A♥Q♥,Q♠5♦,AQs,Q5o,fold,call,995,-1000
2160,4♥5♦6♣5♠2♥,r_bot,showdown,50,K♦2♠,3♣T♦,K2o,T3o,fold,call,945,-950
2161,2♠3♥9♦9♠4♠,r_bot,showdown,60,Q♠8♦,K♣Q♦,Q8o,KQo,fold,call,935,-940
2162,8♠Q♣6♥2♦5♣,r_bot,showdown,160,7♠K♣,7♥A♣,K7o,A7o,raise,call,835,-840
2163,9♦6♥J♣6♣8♠,h_bot|r_bot,split,300,5♣9♥,4♥9♠,95o,94o,raise,call,835,-840
2164,2♠A♦6♣4♥4♣,h_bot,showdown,160,5♠3♠,Q♣K♠,53s,KQo,fold,fold,845,-850
2165,4♠4♦K♦A♠T♥,h_bot|r_bot,split,160,3♣6♣,9♥3♦,63s,93o,fold,call,915,-920
2166,8♥K♥J♥J♠9♦,r_bot,showdown,210,3♣Q♠,7♣T♠,Q3o,T7o,raise,fold,715,-720
2167,3♠3♦Q♠6♦7♦,r_bot,showdown,210,K♣2♥,7♣4♣,K2o,74s,fold,call,705,-710
2168,Q♠T♥5♣8♥2♥,h_bot,showdown,400,8♣7♥,3♦7♦,87o,73s,fold,call,905,-910
2169,K♥A♣8♥9♥2♦,h_bot,showdown,340,Q♦Q♠,T♦Q♥,QQ,QTo,raise,call,995,-1000
2170,J♥Q♥2♠3♣J♦,h_bot,showdown,250,T♦J♣,7♠8♦,JTo,87o,call,call,995,-1000
2171,3♥5♠K♠K♣6♥,h_bot,showdown,10,Q♥T♥,8♣2♥,QTs,82o,fold,raise,995,-1000
2172,3♠T♥T♦Q♥5♦,r_bot,showdown,50,A♥5♥,K♥T♣,A5s,KTo,raise,call,945,-950
2173,K♥2♥6♣A♦6♦,r_bot,showdown,60,2♦8♣,6♠7♠,82o,76s,fold,call,935,-940
2174,Q♠5♥6♣3♠9♥,h_bot,showdown,60,3♣5♠,5♣A♥,53o,A5o,fold,fold,945,-950
2175,5♣8♥3♣A♠7♥,h_bot,showdown,60,9♠6♣,6♥J♠,96o,J6o,fold,call,995,-1000
2176,A♠9♣J♦4♣4♠,r_bot,showdown,50,T♥7♠,K♥K♠,T7o,KK,fold,raise,945,-950
2177,8♦A♥5♣6♦4♣,r_bot,showdown,10,3♥K♦,J♦7♠,K3o,J7o,fold,call,935,-940
2178,8♦K♦9♦7♦5♦,h_bot|r_bot,split,100,6♠Q♣,9♥J♠,Q6o,J9o,raise,call,935,-940
2179,8♦K♠6♣K♦A♣,h_bot|r_bot,split,60,4♥Q♦,Q♥7♥,Q4o,Q7s,fold,call,955,-960
2180,8♠9♠8♥6♣A♠,r_bot,showdown,140,4♦Q♦,9♥T♠,Q4s,T9o,raise,call,855,-860
2181,4♥J♦K♣5♣J♠,r_bot,showdown,290,8♦5♥,7♥7♠,85o,77,raise,call,705,-710
2182,8♥K♦7♥3♠9♥,r_bot,showdown,400,8♦J♦,9♠T♣,J8s,T9o,raise,call,505,-510
2183,T♠9♥4♥J♥4♣,h_bot,showdown,210,K♥2♣,5♣6♦,K2o,65o,fold,call,705,-710
2184,Q♦K♥6♦9♣T♥,r_bot,showdown,260,T♣5♠,8♥K♣,T5o,K8o,raise,fold,455,-460
2185,5♠7♦7♣6♠K♦,h_bot|r_bot,split,600,2♣9♣,4♠9♦,92s,94o,raise,call,455,-460
2186,3♣A♦T♣4♥6♥,r_bot,showdown,600,K♦Q♣,7♥3♥,KQo,73s,fold,call,155,-160
2187,Q♠7♥T♦8♦Q♥,r_bot,showdown,310,3♠7♣,A♦A♣,73o,AA,fold,call,145,-150
2188,3♣9♦6♥J♦J♠,r_bot,showdown,700,5♣2♥,T♥A♣,52o,ATo,raise,call,-205,200
2189,3♦2♣T♥2♥5♠,h_bot,showdown,800,8♣9♠,7♠9♦,98o,97o,raise,call,195,-200
2190,8♣3♥K♣8♥3♣,r_bot,showdown,900,2♥9♦,A♣5♠,92o,A5o,raise,call,-255,250
2191,2♦2♥6♦2♣J♦,h_bot,showdown,1000,K♣K♠,9♥8♠,KK,98o,raise,call,245,-250
2192,2♠7♣4♦T♦Q♥,h_bot,showdown,560,3♥A♠,9♥6♥,A3o,96s,raise,fold,255,-260
2193,T♣2♥A♦9♦2♣,h_bot,showdown,560,K♥7♥,J♣Q♠,K7s,QJo,fold,call,805,-810
2194,J♥8♣K♥8♦K♠,h_bot|r_bot,split,740,T♣7♥,9♥6♠,T7o,96o,fold,call,625,-630
2195,3♥J♠A♠K♦8♥,r_bot,showdown,380,T♠2♠,7♦3♠,T2s,73o,fold,fold,615,-620
2196,4♥K♠Q♠T♦Q♦,h_bot,showdown,930,4♣J♠,7♥9♦,J4o,97o,fold,call,995,-1000
2197,6♠4♦K♦8♣7♥,h_bot,showdown,600,T♠9♠,7♦J♥,T9s,J7o,raise,call,995,-1000
2198,J♦4♥Q♦9♥6♥,r_bot,showdown,600,A♦7♣,K♦Q♥,A7o,KQo,fold,call,395,-400
2199,A♥A♦2♦T♣A♠,r_bot,showdown,610,7♣Q♦,K♥Q♣,Q7o,KQo,fold,call,385,-390
2200,3♥3♣8♠4♥8♥,h_bot,showdown,1200,Q♥4♠,7♠6♠,Q4o,76s,call,call,985,-990
2201,K♦5♣7♠2♣K♠,r_bot,showdown,660,8♣4♦,A♠3♣,84o,A3o,raise,call,335,-340
2202,5♦T♥K♠Q♥9♣,h_bot,showdown,1360,5♣A♣,6♥A♥,A5s,A6s,raise,call,995,-1000
2203,K♠4♠Q♥2♥4♣,r_bot,showdown,750,K♥7♦,A♥A♣,K7o,AA,raise,raise,245,-250
2204,Q♦6♥2♠3♠7♦,h_bot,showdown,100,4♠Q♠,J♥A♠,Q4s,AJo,raise,call,295,-300
2205,5♦J♦9♥4♥3♠,r_bot,showdown,60,Q♥T♠,5♥J♥,QTo,J5s,fold,call,285,-290
2206,Q♠J♦A♣A♥8♦,h_bot,showdown,110,Q♥3♣,7♦2♥,Q3o,72o,raise,fold,295,-300
2207,3♠7♠9♦Q♥5♠,h_bot,showdown,250,Q♣4♠,4♣2♣,Q4o,42s,raise,fold,395,-400
2208,6♠7♥6♦9♣5♥,r_bot,showdown,400,T♠9♦,K♦6♣,T9o,K6o,raise,call,195,-200
2209,6♠Q♣K♦9♥4♦,h_bot,showdown,530,5♥9♣,7♣8♦,95o,87o,raise,raise,475,-480
2210,Q♣A♣3♦Q♦7♠,r_bot,showdown,340,5♣6♣,5♥Q♥,65s,Q5s,raise,fold,145,-150
2211,2♣A♦6♣9♣2♦,h_bot,showdown,340,K♣Q♣,K♠3♥,KQs,K3o,fold,call,475,-480
2212,9♥6♥Q♦5♠2♥,r_bot,showdown,760,3♥2♠,K♠K♣,32o,KK,raise,call,95,-100
2213,2♦8♥Q♥A♣5♠,r_bot,showdown,390,K♥4♥,J♣2♥,K4s,J2o,fold,call,85,-90
2214,8♠7♣7♦2♠8♥,r_bot,showdown,440,6♥T♦,9♠9♦,T6o,99,raise,fold,-345,340
2215,K♦9♣8♣7♦2♥,r_bot,showdown,440,7♣4♥,9♦5♣,74o,95o,fold,call,-355,350
2216,T♠4♠J♥A♣J♠,r_bot,showdown,860,6♠3♣,8♠Q♦,63o,Q8o,fold,call,-785,780
2217,Q♥A♦Q♣2♠A♣,h_bot,showdown,440,9♣K♣,4♣8♠,K9s,84o,fold,call,-355,350
2218,Q♦8♣5♣6♥A♠,r_bot,showdown,860,7♣Q♣,7♦4♦,Q7s,74s,fold,call,-785,780
2219,7♦9♥3♥5♠4♥,r_bot,showdown,645,4♠3♦,6♥4♦,43o,64o,raise,call,-1000,995
2220,Q♣4♣9♠7♥6♠,h_bot,showdown,215,A♥9♥,8♠8♥,A9s,88,fold,call,-785,780
2221,9♣8♦8♠8♥2♥,h_bot,showdown,430,J♦J♣,K♥6♠,JJ,K6o,raise,call,-570,565
2222,J♣J♠6♦T♠Q♠,h_bot,showdown,530,K♥9♣,8♣4♠,K9o,84o,raise,call,-305,300
2223,J♣3♥5♠Q♦4♠,h_bot,showdown,630,J♦3♠,4♥T♣,J3o,T4o,raise,call,10,-15
2224,K♥T♠Q♠3♥9♥,h_bot,showdown,760,9♣3♠,2♣9♠,93o,92o,raise,raise,405,-410
2225,4♣9♣Q♣8♠3♣,h_bot,showdown,890,4♥3♠,K♦J♦,43o,KJs,raise,call,850,-855
2226,3♠T♣J♦3♦K♦,r_bot,showdown,640,J♥2♣,9♥Q♣,J2o,Q9o,raise,raise,355,-360
2227,6♠9♦K♣2♦9♠,h_bot,showdown,155,2♠K♥,A♥7♦,K2o,A7o,fold,call,500,-505
2228,J♦6♠6♥4♠3♠,h_bot,showdown,390,T♦A♦,Q♦9♣,ATs,Q9o,raise,call,695,-700
2229,3♠T♥K♥8♣4♦,r_bot,showdown,205,A♥6♠,K♠2♥,A6o,K2o,fold,call,685,-690
2230,2♠3♥T♣3♣7♠,h_bot,showdown,390,6♣A♥,8♠6♥,A6o,86o,fold,call,880,-885
2231,K♥4♣Q♠T♦6♦,h_bot,showdown,125,3♦T♠,A♠6♣,T3o,A6o,fold,call,995,-1000
2232,A♥6♣7♠9♦T♠,r_bot,showdown,195,T♦Q♥,K♣8♠,QTo,K8o,fold,call,800,-805
2233,J♥2♥9♠4♦3♣,h_bot,showdown,440,8♣4♠,K♣3♥,84o,K3o,raise,fold,995,-1000
2234,5♠Q♣2♠K♥7♥,r_bot,showdown,245,2♣A♠,K♠6♦,A2o,K6o,fold,fold,750,-755
2235,A♥7♥8♣2♥4♠,r_bot,showdown,255,Q♦J♣,A♦K♥,QJo,AKo,fold,call,740,-745
2236,J♥4♦7♦9♦T♥,r_bot,showdown,550,5♦Q♣,K♥8♣,Q5o,K8o,raise,call,445,-450
2237,2♣8♥T♣4♦K♥,h_bot,showdown,720,T♥8♦,5♠6♦,T8o,65o,raise,raise,820,-825
2238,7♦7♣4♠4♥9♠,r_bot,showdown,550,3♦8♣,T♠6♥,83o,T6o,fold,raise,445,-450
2239,3♥J♥6♣A♠Q♣,r_bot,showdown,185,6♦7♠,T♠A♣,76o,ATo,fold,call,435,-440
2240,7♣4♠5♦9♦3♥,h_bot,showdown,380,J♣6♥,Q♦Q♥,J6o,QQ,fold,raise,640,-645
2241,T♣6♣5♦K♥3♠,r_bot,showdown,510,K♦8♠,3♣K♠,K8o,K3o,raise,call,385,-390
2242,2♦K♠8♦J♥9♦,r_bot,showdown,510,6♠A♣,2♠3♥,A6o,32o,fold,call,130,-135
2243,T♠5♠2♦A♠9♦,h_bot,showdown,265,J♦Q♣,4♥Q♠,QJo,Q4o,fold,call,385,-390
2244,2♦7♣Q♣8♠5♥,r_bot,showdown,540,A♣6♥,4♠8♣,A6o,84o,fold,raise,130,-135
2245,2♦6♥2♠3♣6♣,r_bot,showdown,700,Q♣T♠,3♥4♥,QTo,43s,raise,raise,-205,200
2246,2♥8♦8♣8♠2♠,h_bot|r_bot,split,730,7♠3♦,Q♣6♣,73o,Q6s,fold,call,-205,200
2247,K♠5♦2♦T♣Q♥,h_bot,showdown,780,K♥T♦,4♦5♠,KTo,54o,raise,fold,160,-165
2248,6♦9♣T♠7♥Q♣,r_bot,showdown,425,K♠2♥,4♣T♦,K2o,T4o,fold,fold,-255,250
2249,Q♦7♠4♥9♣J♦,r_bot,showdown,425,4♠K♣,7♣5♦,K4o,75o,fold,call,-265,260
2250,9♠8♠J♣7♣9♣,r_bot,showdown,830,6♣2♥,2♣T♠,62o,T2o,fold,call,-680,675
2251,5♦6♣Q♣T♦K♣,r_bot,showdown,735,4♠9♦,K♠7♠,94o,K7s,raise,call,-1000,995
2252,9♦2♠8♠6♦T♦,h_bot,showdown,320,7♦3♠,A♣A♥,73o,AA,fold,call,-680,675
2253,4♠5♦A♥6♥9♦,h_bot,showdown,640,Q♣6♦,2♦2♠,Q6o,22,raise,call,-360,355
2254,K♠9♠A♣J♦9♣,h_bot,showdown,740,J♠3♠,T♥6♣,J3s,T6o,raise,call,10,-15
2255,6♦7♠3♦T♣K♣,h_bot,showdown,840,A♥K♠,K♥8♠,AKo,K8o,raise,call,430,-435
2256,A♠K♦2♠8♥K♥,h_bot,showdown,970,K♣T♠,7♣3♠,KTo,73o,raise,raise,930,-935
2257,2♦8♠7♣3♣4♦,r_bot,showdown,75,K♣5♦,A♦Q♦,K5o,AQs,fold,call,920,-925
2258,9♦A♠6♦6♣5♥,h_bot,showdown,625,A♥K♠,Q♣7♠,AKo,Q7o,raise,call,995,-1000
2259,7♣4♥4♠9♠2♣,r_bot,showdown,600,9♦3♥,9♣J♥,93o,J9o,raise,call,395,-400
2260,K♦K♣7♠J♦3♣,r_bot,showdown,1200,6♣8♠,T♠Q♣,86o,QTo,fold,call,-205,200
2261,A♦9♠9♦Q♥3♥,r_bot,showdown,1250,2♥5♦,4♠A♥,52o,A4o,raise,fold,-855,850
2262,5♠6♠9♥6♥9♦,h_bot,showdown,155,Q♠3♦,J♠5♣,Q3o,J5o,raise,fold,-845,840
2263,T♥J♣2♠5♣A♣,h_bot,showdown,340,Q♦4♦,3♠7♦,Q4s,73o,raise,raise,-660,655
2264,K♦6♥4♥6♣5♥,r_bot,showdown,195,4♣7♦,5♣2♦,74o,52o,fold,fold,-845,840
2265,9♠K♣5♠5♥3♠,r_bot,showdown,195,4♠9♥,T♠6♠,94o,T6s,fold,call,-855,850
2266,T♠5♦7♣K♠4♣,r_bot,showdown,290,9♦7♦,5♠7♥,97s,75o,raise,call,-1000,995
2267,8♣3♠T♥5♦8♠,r_bot,showdown,145,A♥7♦,5♠K♦,A7o,K5o,fold,call,-1000,995
2268,T♦2♠2♣Q♥7♣,h_bot,showdown,10,J♠T♣,6♦7♥,JTo,76o,raise,call,-990,985
2269,4♠T♠2♠8♠9♣,r_bot,showdown,50,6♣4♦,A♠K♠,64o,AKs,raise,raise,-1000,995
2270,7♥9♥8♠3♦8♦,h_bot,showdown,70,3♥5♠,J♣6♠,53o,J6o,fold,raise,-930,925
2271,T♣3♦2♣A♥A♠,h_bot|r_bot,split,120,8♠2♥,2♠5♠,82o,52s,fold,raise,-880,875
2272,T♦K♦6♣9♦6♦,r_bot,showdown,240,J♣8♣,A♥5♣,J8s,A5o,raise,call,-1000,995
2273,7♥5♥8♦9♦6♥,h_bot|r_bot,split,120,3♠4♥,4♣K♥,43o,K4o,raise,call,-940,935
2274,7♣6♥2♣K♣K♥,h_bot,showdown,10,4♦4♣,8♥J♦,44,J8o,fold,call,-930,925
2275,2♦9♥5♥2♥6♣,r_bot,showdown,150,9♦3♠,8♥2♠,93o,82o,raise,raise,-990,985
2276,J♠T♠A♣2♥5♦,r_bot,showdown,100,8♠7♥,Q♠2♦,87o,Q2o,fold,call,-1000,995
2277,5♣2♣9♦9♥9♠,h_bot,showdown,90,2♥7♣,Q♠T♥,72o,QTo,raise,call,-910,905
2278,A♣8♥6♥Q♥6♣,h_bot,showdown,10,Q♦K♠,4♥9♠,KQo,94o,fold,call,-900,895
2279,K♦5♠Q♦5♣5♦,h_bot|r_bot,split,10,3♦T♠,6♥8♠,T3o,86o,fold,call,-905,900
2280,7♠4♠7♦3♦2♣,r_bot,showdown,100,5♦8♦,3♣T♣,85s,T3s,raise,call,-955,950
2281,J♠3♥2♦A♠K♠,r_bot,showdown,95,3♣7♣,2♣J♥,73s,J2o,raise,call,-1000,995
2282,5♦Q♠3♥A♣4♥,r_bot,showdown,10,8♥9♣,Q♦A♦,98o,AQs,raise,call,-1000,995
2283,4♠Q♣4♦5♥2♠,r_bot,showdown,0,6♠T♠,K♠6♦,T6s,K6o,raise,call,-1000,995
2284,2♣Q♥Q♣8♦9♣,h_bot,showdown,10,T♠A♣,3♦A♥,ATo,A3o,raise,call,-990,985
2285,J♣J♠4♥A♦7♠,h_bot,showdown,10,6♥K♥,9♣3♦,K6s,93o,fold,call,-990,985
2286,8♦T♦3♣5♦3♦,h_bot,showdown,20,T♣T♠,K♦6♠,TT,K6o,raise,call,-980,975
2287,8♣3♥T♥8♠3♣,r_bot,showdown,40,Q♥4♥,Q♠K♠,Q4s,KQs,raise,call,-1000,995
2288,4♥J♦T♥Q♦2♥,h_bot,showdown,50,Q♠5♠,T♣3♥,Q5s,T3o,fold,raise,-950,945
2289,5♣A♦7♥8♦8♣,r_bot,showdown,100,6♠Q♥,K♠K♣,Q6o,KK,raise,call,-1000,995
2290,7♥5♥8♣T♥A♥,r_bot,showdown,10,T♦9♠,Q♦4♥,T9o,Q4o,raise,call,-1000,995
2291,Q♥K♦6♣6♥7♥,h_bot,showdown,0,Q♠7♦,3♠A♦,Q7o,A3o,fold,call,-1000,995
2292,2♥A♥J♥3♠A♣,h_bot,showdown,10,T♥A♠,9♦7♥,ATo,97o,raise,call,-990,985
2293,5♥7♥8♥9♣A♣,h_bot,showdown,10,Q♠2♥,2♦T♦,Q2o,T2s,fold,call,-990,985
2294,9♣3♠7♦T♦2♠,r_bot,showdown,20,3♣K♣,9♦T♣,K3s,T9o,raise,call,-1000,995
2295,8♥K♣5♣9♦7♥,h_bot,showdown,10,7♣3♠,Q♦5♦,73o,Q5s,fold,call,-990,985
2296,5♦7♥7♣7♠4♠,r_bot,showdown,20,J♦6♥,4♣T♣,J6o,T4s,fold,call,-1000,995
2297,A♥5♠9♥2♣9♦,h_bot,showdown,10,A♦K♠,Q♠5♥,AKo,Q5o,raise,call,-990,985
2298,J♣3♠5♦T♥6♦,r_bot,showdown,20,K♦8♣,4♣3♣,K8o,43s,raise,call,-1000,995
2299,Q♠K♥9♦Q♣7♥,r_bot,showdown,10,6♠2♥,K♠9♠,62o,K9s,fold,call,-1000,995
2300,2♥8♦T♠4♦K♠,r_bot,showdown,10,7♣9♦,Q♣K♦,97o,KQo,raise,call,-1000,995
2301,Q♥T♣7♣4♠2♥,r_bot,showdown,0,K♠3♠,A♥9♥,K3s,A9s,raise,call,-1000,995
2302,Q♥A♦T♥A♥4♠,h_bot|r_bot,split,10,4♣J♠,4♥6♦,J4o,64o,fold,call,-995,990
2303,7♥2♠K♣9♦K♦,h_bot,showdown,5,9♥J♣,6♦4♣,J9o,64o,fold,call,-995,990
2304,4♣9♣2♠K♥9♠,r_bot,showdown,15,Q♣8♥,A♦2♦,Q8o,A2s,raise,call,-1000,995
2305,K♣A♣K♠J♥2♦,r_bot,showdown,5,8♠6♣,K♦5♥,86o,K5o,fold,call,-1000,995
2306,A♦K♣5♥Q♦8♦,h_bot,showdown,10,4♥8♥,6♠9♠,84s,96s,fold,call,-990,985
2307,8♣K♦8♦3♥7♠,h_bot,showdown,15,K♠4♠,5♠J♥,K4s,J5o,fold,call,-985,980
2308,7♣5♥K♣6♦2♥,r_bot,showdown,25,J♥2♦,6♥3♥,J2o,63s,raise,fold,-1000,995
2309,8♣3♥2♠6♦A♣,r_bot,showdown,15,4♦T♥,3♠6♣,T4o,63o,raise,call,-1000,995
2310,5♦T♣J♣2♠T♦,r_bot,showdown,10,6♥K♦,2♦7♦,K6o,72s,fold,call,-1000,995
2311,T♠A♥2♥2♣4♥,r_bot,showdown,0,T♥6♠,6♥A♦,T6o,A6o,raise,call,-1000,995
2312,5♣J♠3♦K♥8♦,h_bot,showdown,10,A♠9♦,6♦Q♦,A9o,Q6s,raise,call,-990,985
2313,3♠3♣A♦5♥4♦,h_bot,showdown,50,4♥9♠,6♦J♦,94o,J6s,fold,raise,-950,945
2314,9♥2♠J♠9♠K♥,h_bot,showdown,110,7♥T♣,4♣8♦,T7o,84o,fold,raise,-880,875
2315,2♣6♦2♥J♣J♦,h_bot,showdown,270,8♦J♥,9♥5♥,J8o,95s,raise,raise,-730,725
2316,T♥J♠3♦9♣9♦,h_bot,showdown,400,2♣9♠,T♦7♠,92o,T7o,raise,call,-530,525
2317,4♦7♣A♦2♣Q♣,r_bot,showdown,210,3♥T♦,6♦2♥,T3o,62o,fold,call,-540,535
2318,5♠2♣6♦8♥9♦,r_bot,showdown,500,4♦T♠,7♦K♥,T4o,K7o,raise,call,-790,785
2319,T♦4♣2♣A♠J♠,r_bot,showdown,260,3♣K♣,T♣8♥,K3s,T8o,fold,call,-800,795
2320,2♣8♠6♣9♦A♥,h_bot|r_bot,split,450,8♣7♣,8♦7♠,87s,87o,fold,call,-775,770
2321,J♥9♦6♣Q♦Q♣,r_bot,showdown,260,2♥8♠,7♦Q♥,82o,Q7o,fold,call,-785,780
2322,4♣8♥7♣2♦A♦,r_bot,showdown,225,Q♥2♣,7♥3♠,Q2o,73o,fold,fold,-1000,995
2323,Q♥J♠8♣2♦4♣,r_bot,showdown,250,5♣6♦,T♥A♣,65o,ATo,raise,call,-1000,995
2324,J♣3♥9♣3♣5♣,r_bot,showdown,10,6♥T♥,3♠7♠,T6s,73s,raise,call,-1000,995
2325,3♥A♠2♣9♥2♥,h_bot|r_bot,split,0,J♣9♣,4♠9♠,J9s,94s,raise,call,-1000,995
2326,3♥T♣8♣9♠9♦,h_bot,showdown,10,3♦9♥,5♦5♠,93o,55,raise,call,-990,985
2327,6♠5♣3♦9♦Q♣,h_bot,showdown,20,7♥7♦,6♣2♦,77,62o,raise,call,-980,975
2328,3♣2♥9♥9♣2♦,r_bot,showdown,20,Q♥7♦,T♦K♦,Q7o,KTs,fold,call,-990,985
2329,9♠T♦A♥K♥Q♥,r_bot,showdown,20,A♦7♦,4♥J♣,A7s,J4o,fold,call,-1000,995
2330,A♦9♥A♠5♦4♠,h_bot,showdown,50,5♣2♠,7♣T♦,52o,T7o,raise,raise,-950,945
2331,4♥3♥7♥9♥A♦,h_bot,showdown,60,5♥T♥,A♠T♦,T5s,ATo,fold,call,-900,895
2332,8♦A♣J♣T♦Q♥,h_bot,showdown,230,T♣K♥,T♥5♠,KTo,T5o,raise,raise,-770,765
2333,5♠6♣K♣9♦4♠,h_bot,showdown,140,K♦8♥,2♣5♦,K8o,52o,fold,call,-640,635
2334,A♠T♦2♠6♦Q♠,h_bot,showdown,360,Q♦T♥,3♦5♦,QTo,53s,raise,call,-460,455
2335,Q♣K♦4♠J♠3♣,r_bot,showdown,410,7♠3♠,7♦Q♦,73s,Q7s,raise,fold,-690,685
2336,J♠K♣3♠6♠9♠,h_bot,showdown,560,9♣A♦,A♥6♣,A9o,A6o,raise,call,-410,405
2337,4♣5♣6♦3♣Q♠,h_bot,showdown,290,T♦7♣,2♠Q♥,T7o,Q2o,fold,call,-130,125
2338,A♦3♥6♣7♣6♠,r_bot,showdown,690,J♣8♥,7♠J♦,J8o,J7o,raise,raise,-460,455
2339,7♠3♣3♠6♣9♠,h_bot,showdown,820,4♥T♣,4♦2♣,T4o,42o,raise,call,-50,45
2340,2♠4♠9♠J♣3♥,r_bot,showdown,420,A♠4♦,9♣6♣,A4o,96s,fold,fold,-460,455
2341,Q♦9♦9♣4♣3♦,h_bot,showdown,420,T♦3♠,K♠7♥,T3o,K7o,fold,call,-50,45
2342,5♣K♥9♦9♠3♦,h_bot,showdown,820,T♦3♠,6♠J♦,T3o,J6o,fold,call,360,-365
2343,J♦8♠7♠K♠9♥,h_bot,showdown,870,T♠8♣,7♥8♦,T8o,87o,raise,fold,770,-775
2344,9♥7♠Q♣K♥7♥,r_bot,showdown,685,8♣3♠,Q♦J♥,83o,QJo,fold,call,310,-315
2345,8♣3♦T♥9♥J♠,h_bot,showdown,1020,A♦K♥,2♣6♣,AKo,62s,raise,call,820,-825
2346,5♥9♥3♥T♦2♠,r_bot,showdown,735,Q♦6♣,9♣K♣,Q6o,K9s,raise,raise,260,-265
2347,3♣4♥8♣J♦T♦,h_bot,showdown,480,T♣8♦,5♠4♠,T8o,54s,raise,raise,515,-520
2348,7♥6♣K♥2♠T♥,h_bot,showdown,510,9♠K♠,8♦J♥,K9s,J8o,fold,call,770,-775
2349,4♦8♦T♣9♠K♥,r_bot,showdown,235,J♠6♥,5♦A♠,J6o,A5o,fold,raise,760,-765
2350,K♥7♦J♥6♦K♣,r_bot,showdown,450,T♦2♦,Q♠8♥,T2s,Q8o,fold,call,535,-540
2351,6♦6♠3♥A♠6♥,h_bot,showdown,235,K♦9♦,Q♥T♥,K9s,QTs,fold,call,760,-765
2352,Q♦A♠Q♣5♠Q♥,r_bot,showdown,460,6♥9♣,K♥3♠,96o,K3o,fold,raise,535,-540
2353,A♣A♠3♣7♥3♥,h_bot,showdown,570,K♠K♣,J♣2♣,KK,J2s,raise,call,820,-825
2354,4♣5♦Q♦5♥2♠,r_bot,showdown,460,3♠7♦,A♦T♥,73o,ATo,fold,call,535,-540
2355,8♦K♣8♥9♣Q♦,r_bot,showdown,295,7♠4♠,5♣K♥,74s,K5o,fold,call,525,-530
2356,6♣K♣T♦6♠3♦,h_bot,showdown,570,9♠K♠,T♠A♣,K9s,ATo,fold,call,810,-815
2357,7♠J♠9♦K♦3♠,h_bot,showdown,520,5♠5♦,6♣4♠,55,64o,raise,call,995,-1000
2358,7♣4♠5♣3♦Q♣,h_bot,showdown,385,A♥Q♦,K♥8♠,AQo,K8o,raise,raise,995,-1000
2359,A♠K♦T♠9♣7♣,r_bot,showdown,60,2♥A♥,7♠T♥,A2s,T7o,raise,fold,935,-940
2360,A♣4♥T♥7♣3♠,h_bot,showdown,120,8♣Q♣,2♥9♠,Q8s,92o,fold,call,995,-1000
2361,8♠J♣7♥T♥J♥,h_bot,showdown,60,9♣3♥,4♠2♥,93o,42o,call,fold,995,-1000
2362,7♦K♦2♥7♥3♦,h_bot,showdown,110,K♥K♣,4♣A♦,KK,A4o,raise,call,995,-1000
2363,K♥9♠5♠7♣T♦,r_bot,showdown,160,2♥4♥,2♠J♣,42s,J2o,raise,raise,835,-840
2364,J♣Q♣5♦3♠5♠,r_bot,showdown,10,7♦T♦,9♣5♥,T7s,95o,call,call,835,-840
